User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Location,Age
213660,1561583103,10,"Crochet Your Way: A Learn to Crochet Afghan, over 40 Projects for Home and Family, Easy-To-Understand Text and Symbols, Special Instructions for Left- ... fere (Taunton Books &amp; Videos for Enthusiasts)",Gloria Tracy,"crossville, tennessee, usa",-1.0
213660,1558747117,10,"Chicken Soup for the Cat and Dog Lover's Soul : Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters (Chicken Soup for the Soul)",Jack Canfield,"crossville, tennessee, usa",-1.0
105714,0671672576,10,LAST TEMPTATION OF CHRIST (Movie Tie in),Nikos Kazantzakis,"portland, oregon, usa",35.0
105745,0874778107,10,"Life, Paint and Passion: Reclaiming the Magic of Spontaneous Expression",Michelle Cassou,"barcelona, catalunya, spain",-1.0
105745,8429715746,10,"DemÃ , a les tres de la matinada: Seguit de Gent de l'alta vall i tres reportatges especials (ColÂ¨lecciÃ³ universal de butxaca el cangur)",Pere Calders,"barcelona, catalunya, spain",-1.0
213642,0446360589,10,The Burden of Proof,Scott Turow,"huntington beach, california, usa",-1.0
213641,1856979849,10,Treasury of Stories for Four Year Olds (A Treasuey of Stories),Edward Blishen,"princeton, new jersey, usa",37.0
213641,0609801864,10,9 Steps to Financial Freedom: Practical and Spiritual Steps So You Can Stop Worrying,Suze Orman,"princeton, new jersey, usa",37.0
213641,0451203771,10,Scarlet Feather,Maeve Binchy,"princeton, new jersey, usa",37.0
213641,0451173392,10,The Carbohydrate Addict's Diet: The Lifelong Solution to Yo-Yo Dieting,Rachael F. Heller,"princeton, new jersey, usa",37.0
213641,0449910571,10,Ladder of Years,Anne Tyler,"princeton, new jersey, usa",37.0
213641,0440211263,10,Circle of Friends,Maeve Binchy,"princeton, new jersey, usa",37.0
213641,0316096199,10,Lucky : A Memoir,Alice Sebold,"princeton, new jersey, usa",37.0
213641,0312154860,10,Breastfeeding and the Working Mother,Diane Mason,"princeton, new jersey, usa",37.0
213641,0061099732,10,Outer Banks,Anne Rivers Siddons,"princeton, new jersey, usa",37.0
213641,0060513101,10,Miss Julia Throws a Wedding,Ann B. Ross,"princeton, new jersey, usa",37.0
213638,0671746065,10,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"zhadum, yedor, usa",43.0
26112,0571206484,10,Prodigal Summer,Barbara Kingsolver,"geneva, n/a, switzerland",-1.0
213638,0451519841,10,1984,George Orwell,"zhadum, yedor, usa",43.0
105664,0812550706,10,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,"seattle, washington, usa",-1.0
105647,1552975762,10,The Complete Book of Hairstyling,Charles Worthington,"grove city, ohio, usa",18.0
26145,0345307615,10,Split Infinity (Apprentice Adept (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
105536,0553274503,10,Flowers for Algernon (Bantam Classic),DANIEL KEYES,"belleville, new jersey, usa",17.0
26145,1563410397,10,Spawn of Dykes to Watch Out for (Dykes to Watch Out for),Alison Bechdel,"knoxville, tennessee, usa",24.0
105572,0140284095,10,"Right Ho, Jeeves",P. G. Wodehouse,"charlottesville, virginia, usa",-1.0
26145,0684871483,10,Kokology : More of the Game of Self-Discovery,Tadahiko Nagao,"knoxville, tennessee, usa",24.0
26145,0441662633,10,"Phaze Doubt (Apprentice Adept Series, Book 7)",Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0380752867,10,And Eternity (Incarnations of Immortality (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0380752859,10,For Love of Evil : Book Six of Incarnations of Immortality (Incarnations of Immortality (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0345349342,10,Juxtaposition (Apprentice Adept (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0345322231,10,Being a Green Mother (Incarnations of Immortality (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0345322215,10,Wielding a Red Sword (Incarnations of Immortality (Paperback)),Piers Anthony,"knoxville, tennessee, usa",24.0
26145,0345318854,10,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY,"knoxville, tennessee, usa",24.0
26145,0345305183,10,On a Pale Horse,Piers Anthony,"knoxville, tennessee, usa",24.0
105640,0812575717,10,Ender's Shadow,Orson Scott Card,"denver, colorado, usa",26.0
105581,0802130208,10,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,"chicago, illinois, usa",55.0
26135,0786889136,10,"Takedown: The Pursuit and Capture of Kevin Mitnick, America's Most Wanted Computer Outlaw-By the Man Who Did It",Tsutomu Shimomura,"alexandria, virginia, usa",-1.0
105596,0553295608,10,A Suitable Vengeance,ELIZABETH GEORGE,"victoria, british columbia, canada",-1.0
259649,0671042262,10,The Blue Nowhere : A Novel,Jeffery Deaver,"keller, texas, usa",-1.0
213664,0743437802,10,The Stone Monkey (Lincoln Rhyme Novels (Paperback)),Jeffery Deaver,"tampa, florida, usa",-1.0
26132,0345335406,10,Texas Rich,FERN MICHAELS,"weatherford, oklahoma, usa",-1.0
213663,1860196276,10,Crown Sable R/P,Brooks J Y,"kaitaia, northland, new zealand",-1.0
105627,1853260002,10,Pride &amp; Prejudice (Wordsworth Classics),Jane Austen,"london, ontario, canada",23.0
